tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,predicted_sentiment,posting_hour,time_of_day,hashtag_count,post_length
567821528424845312,positive,0.6804,,0.0,Delta,,mrsmjem,,0,"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",,2015-02-17 15:02:56-08:00,CT,Quito,POSITIVE,15,Afternoon,0,23
568567970450055170,neutral,1.0,,,Delta,,markjohnson319,,0,@JetBlue @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd,,2015-02-19 16:29:02-08:00,"Dallas, TX",,NEGATIVE,16,Afternoon,2,12
568072079096061952,neutral,1.0,,,Southwest,,cej1124,,0,"@SouthwestAir Ahhhh! Sorry, just followed.",,2015-02-18 07:38:32-08:00,"Austin, TX, USA",Central Time (US & Canada),NEGATIVE,7,Morning,0,5
569628323443318785,negative,1.0,Can't Tell,0.3401,American,,isainsbury,,0,@AmericanAir the ticket is a poor gesture of goodwill (for missed trip) to a top status flyer - I may not next time (AA91 LHR-ORD 2/16),,2015-02-22 14:42:30-08:00,"Great Abington, Cambridge, GB",London,NEGATIVE,14,Afternoon,0,26
569849295786127360,negative,0.6452,Can't Tell,0.6452,US Airways,,daknadler,,0,"@USAirways : When You've Got to Get There, We've Got Excuses! #usairwaysfail",,2015-02-23 05:20:34-08:00,Jacksonville,Eastern Time (US & Canada),NEGATIVE,5,Morning,1,12
568198336651649027,positive,1.0,,,Delta,,GenuineJack,,0,@JetBlue I'll pass along the advice. You guys rock!!,,2015-02-18 16:00:14-08:00,Massachusetts,Central Time (US & Canada),POSITIVE,16,Afternoon,0,9
568434482270707712,positive,1.0,,,Virgin America,,heatherbeckel,,0,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,,2015-02-19 07:38:36-08:00,ATX,Central Time (US & Canada),POSITIVE,7,Morning,0,25
568766295761682432,positive,1.0,,,Delta,,m1ss_DefJam,,0,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,,2015-02-20 05:37:06-08:00,Orlando - ΜΣΥ,Eastern Time (US & Canada),POSITIVE,5,Morning,0,19
569152201278525440,negative,1.0,Customer Service Issue,1.0,Southwest,,amyvenezia,,0,@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer? #BNA,,2015-02-21 07:10:33-08:00,The Universe,Pacific Time (US & Canada),NEGATIVE,7,Morning,1,24
568945122961784833,negative,1.0,Late Flight,0.6246,Southwest,,Bob_Dickson,,0,"@SouthwestAir 14 hours????  Sorry don't get it. Oh well. Screw the weekend in Az right?  Eat the hotel, no problem.",,2015-02-20 17:27:42-08:00,,Central Time (US & Canada),NEGATIVE,17,Evening,0,20
569243676594941953,negative,1.0,Can't Tell,0.353,United,,LisaKothari,,0,@united No wonder the cabin is filthy. #badservice,"[37.61782989, -122.39172299]",2015-02-21 13:14:03-08:00,Seattle WA,Pacific Time (US & Canada),NEGATIVE,13,Afternoon,1,8
569985838689456128,negative,1.0,Cancelled Flight,0.6939,US Airways,,ciaoholly,,0,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!",,2015-02-23 14:23:08-08:00,NYC,,NEGATIVE,14,Afternoon,0,22
568815660815519744,negative,1.0,Can't Tell,1.0,United,,riad_otoum,,0,@united or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo,,2015-02-20 08:53:16-08:00,"Louisville, KY",,NEGATIVE,8,Morning,0,18
569857037477158912,negative,1.0,Can't Tell,0.6732,US Airways,,StephanSDalal,,0,"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience.",,2015-02-23 05:51:19-08:00,,,NEGATIVE,5,Morning,0,14
570268326250745856,negative,0.667,Cancelled Flight,0.667,American,,hooton,,0,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?,,2015-02-24 09:05:38-08:00,"Little Rock, AR",Central Time (US & Canada),NEGATIVE,9,Morning,0,20
569830265364701184,negative,1.0,Customer Service Issue,1.0,United,,nicoleleigh85,,0,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,,2015-02-23 04:04:56-08:00,Sheboygan,,NEGATIVE,4,Night,0,16
568450017649778688,positive,1.0,,,United,,melanie_seibert,,0,@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.,,2015-02-19 08:40:20-08:00,Texas,Central Time (US & Canada),POSITIVE,8,Morning,0,16
569261989735718914,negative,1.0,Damaged Luggage,1.0,United,,untalMontfort,,0,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,"[19.41622708, -99.16143525]",2015-02-21 14:26:49-08:00,"Mexico City, Mexico",Central Time (US & Canada),NEGATIVE,14,Afternoon,0,20
570250252382416896,neutral,1.0,,,Southwest,,kdtwill,,0,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers,,2015-02-24 07:53:49-08:00,"Austin, Texas",,NEGATIVE,7,Morning,1,20
568828267660054528,positive,1.0,,,Southwest,,ljordan,,0,@SouthwestAir thanks for the info and the quick response!,,2015-02-20 09:43:21-08:00,"Austin, TX",Central Time (US & Canada),POSITIVE,9,Morning,0,9
568631189856264192,positive,1.0,,,Delta,,BorjaAngoitia1,,0,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",,2015-02-19 20:40:14-08:00,,,POSITIVE,20,Evening,0,20
570018079993937920,negative,0.6482,Customer Service Issue,0.3294,United,,CharlieGMoney,,1,@united So you are inadequate by accident?,"[40.68545235, -74.18374208]",2015-02-23 16:31:15-08:00,"Chicago, IL",,NEGATIVE,16,Afternoon,0,7
569117696610185217,negative,1.0,Customer Service Issue,1.0,United,,BenBell22,,0,@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3),,2015-02-21 04:53:27-08:00,,Eastern Time (US & Canada),NEGATIVE,4,Night,0,11
570255201069899776,negative,1.0,Late Flight,0.6685,American,,StrongerOrgs,,0,@AmericanAir Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour,,2015-02-24 08:13:29-08:00,Texas,Central Time (US & Canada),NEGATIVE,8,Morning,4,15
568056439291256832,neutral,0.6567,,0.0,United,,javadogs,,0,@united did not get names...Dallas flight and Chicago,,2015-02-18 06:36:23-08:00,,,NEGATIVE,6,Morning,0,8
569341641200439296,negative,1.0,Late Flight,1.0,Delta,,dgruber1700,,0,@JetBlue can we get a honest update on departure of flite 454. Been on plane with infant children,,2015-02-21 19:43:19-08:00,,,NEGATIVE,19,Evening,0,18
568812046747201537,negative,1.0,Lost Luggage,1.0,Virgin America,,snellbell,,1,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",,2015-02-20 08:38:54-08:00,,Quito,NEGATIVE,8,Morning,0,27
569594026732740609,negative,1.0,Customer Service Issue,0.6275,American,,TomGasparetti,,0,@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?,,2015-02-22 12:26:13-08:00,,,POSITIVE,12,Afternoon,0,14
570023071698055168,negative,0.6774,Bad Flight,0.3441,United,,nbhdsheila,,0,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,,2015-02-23 16:51:05-08:00,Boston,Eastern Time (US & Canada),NEGATIVE,16,Afternoon,0,16
567784773780013057,positive,0.6507,,,US Airways,,Champa24,,0,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,,2015-02-17 12:36:53-08:00,,,POSITIVE,12,Afternoon,0,24
570021075355963392,negative,0.6803,Customer Service Issue,0.6803,United,,bartha75,,0,"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.","[0.0, 0.0]",2015-02-23 16:43:09-08:00,san diego,,POSITIVE,16,Afternoon,0,26
568864286266814465,positive,1.0,,,Delta,,KaylaRose__,,0,@JetBlue I will. Thank you!,,2015-02-20 12:06:29-08:00,,Eastern Time (US & Canada),POSITIVE,12,Afternoon,0,5
567820647465803776,negative,1.0,Late Flight,1.0,US Airways,,shipge,,0,@USAirways It was US 893. The gate was open after about 50 mins waiting. What a great way to finish an 18 hour delayed arrival!!,,2015-02-17 14:59:26-08:00,Chicago,Central Time (US & Canada),NEGATIVE,14,Afternoon,0,25
567897030934269952,neutral,1.0,,,Delta,,mypumpkinheads,,0,@JetBlue flight 705. EWR to FLL,,2015-02-17 20:02:57-08:00,,Eastern Time (US & Canada),NEGATIVE,20,Evening,0,6
567729416231321600,negative,1.0,Customer Service Issue,1.0,Southwest,,laurenaddell,,0,@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!,,2015-02-17 08:56:55-08:00,"New York, New York",Eastern Time (US & Canada),NEGATIVE,8,Morning,0,15
569275566077165568,neutral,1.0,,,United,,SallyM0nster,,0,"@united hey, I missed my outbound flight - can I still use my return ticket?",,2015-02-21 15:20:46-08:00,Muswell Hill,London,NEGATIVE,15,Afternoon,0,15
569380376709238784,neutral,1.0,,,Delta,,JustinRosentha,,0,@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises,,2015-02-21 22:17:15-08:00,New York,,NEGATIVE,22,Night,0,23
570246490473566208,negative,0.6458,Customer Service Issue,0.6458,Southwest,,NecroticDoctor,,0,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,,2015-02-24 07:38:52-08:00,Trapped in Baltimore.,Atlantic Time (Canada),NEGATIVE,7,Morning,0,26
568179591480811521,negative,0.6598,Flight Attendant Complaints,0.3608,United,,AlexSenchak,,0,@united thanks! Makes sense. Just annoying that it can't be determined better.,,2015-02-18 14:45:45-08:00,"Boston, MA ",Atlantic Time (Canada),POSITIVE,14,Afternoon,0,12
569870442388983808,negative,1.0,Customer Service Issue,0.6902,US Airways,,ashwatson3,,0,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,,2015-02-23 06:44:35-08:00,,,NEGATIVE,6,Morning,0,28
569978315072610304,neutral,1.0,,,American,,DigitalEdMom,,0,@AmericanAir 3127. Just landed in LIT.,,2015-02-23 13:53:14-08:00,Wisconsin,Central Time (US & Canada),NEGATIVE,13,Afternoon,0,6
567765690589790208,negative,1.0,Flight Attendant Complaints,0.3511,Southwest,,clarelanusse,,0,@SouthwestAir your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this,,2015-02-17 11:21:03-08:00,,Pacific Time (US & Canada),NEGATIVE,11,Morning,0,24
568437189694111744,negative,0.6513,Bad Flight,0.3288,Delta,,Tostie,,0,@JetBlue Apparently the pilot had made some announcement about engine trouble and losing fuel too quickly.,,2015-02-19 07:49:21-08:00,"Waltham, MA",Eastern Time (US & Canada),NEGATIVE,7,Morning,0,16
568382154071089154,neutral,0.6811,,,Virgin America,,stevengcpa,,0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,,2015-02-19 04:10:40-08:00,California,Pacific Time (US & Canada),POSITIVE,4,Night,0,12
569850912451072000,negative,1.0,Customer Service Issue,0.7225,American,,whyemes,,0,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs,,2015-02-23 05:26:59-08:00,,,POSITIVE,5,Morning,0,13
569691767953436674,negative,1.0,Customer Service Issue,1.0,Southwest,,GabiLieberman,,0,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?",,2015-02-22 18:54:36-08:00,Chicago by way of California,Central Time (US & Canada),NEGATIVE,18,Evening,0,29
569615444300185600,negative,1.0,Cancelled Flight,1.0,American,,kat_lilfish,,0,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville.",,2015-02-22 13:51:19-08:00,,,NEGATIVE,13,Afternoon,0,17
567874858815733761,negative,0.6465,Lost Luggage,0.6465,Delta,,Trufflebaby2,,0,@JetBlue bag is supposedly here in Boston,,2015-02-17 18:34:51-08:00,,,NEGATIVE,18,Evening,0,7
569966909019398144,negative,1.0,Customer Service Issue,1.0,United,,teamcrafty,,0,@united Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in 2000 characters?,,2015-02-23 13:07:55-08:00,Grand Rapids,Quito,NEGATIVE,13,Afternoon,0,27
569341769114128386,negative,1.0,Flight Attendant Complaints,0.6666,United,,suntoshi,,0,@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies,,2015-02-21 19:43:50-08:00,"Bedford, Nh",Eastern Time (US & Canada),NEGATIVE,19,Evening,1,27
570081513087369216,negative,1.0,Lost Luggage,1.0,American,,showbiz411,,0,@AmericanAir you are beyond redemption. Jfk. Baggage claim looks like a luggage warehouse,,2015-02-23 20:43:18-08:00,"New York, NY",Eastern Time (US & Canada),NEGATIVE,20,Evening,0,13
568847512372514816,neutral,1.0,,,Virgin America,,crj_lll,,0,@VirginAmerica what is your policy on flying after surgery?,,2015-02-20 10:59:50-08:00,"Las Vegas, NV",Pacific Time (US & Canada),NEGATIVE,10,Morning,0,9
569699471954587648,negative,1.0,Late Flight,1.0,United,,bricon67,,0,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate,,2015-02-22 19:25:13-08:00,"ÜT: 33.987103,-118.399024",,NEGATIVE,19,Evening,2,15
569715860241129472,negative,1.0,Lost Luggage,1.0,American,,pet1713,,0,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝,"[30.0555099, -95.165959]",2015-02-22 20:30:20-08:00,Houston TX,Eastern Time (US & Canada),NEGATIVE,20,Evening,1,9
568807823187976193,positive,0.6667,,,Delta,,SMHillman,,0,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW,,2015-02-20 08:22:07-08:00,"New York, NY",Eastern Time (US & Canada),NEGATIVE,8,Morning,3,9
570089091276128258,neutral,0.3569,,0.0,Southwest,,LaRoseKayla,,1,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks.",,2015-02-23 21:13:25-08:00,,,NEGATIVE,21,Night,0,21
568482412990218241,negative,0.6667,Customer Service Issue,0.6667,US Airways,,EmmaTyrer,,0,@USAirways My flight cost me just under $800 and this is what happens? I fly with @united and have no problems. I come the US 4-5 times...,,2015-02-19 10:49:03-08:00,"Liverpool, UK",London,POSITIVE,10,Morning,0,27
569016065600008193,negative,1.0,Late Flight,1.0,US Airways,,scottydont11,,0,@USAirways Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic,,2015-02-20 22:09:36-08:00,"El Paso, TX",Mountain Time (US & Canada),NEGATIVE,22,Night,1,29
569664849522925569,negative,1.0,Flight Booking Problems,0.3709,United,,unusualcards,,0,@united I was. But I have given up.,,2015-02-22 17:07:38-08:00,"Portland, OR",,NEGATIVE,17,Evening,0,8
569678620878376960,negative,1.0,Customer Service Issue,1.0,American,,NickLeghorn,,0,"@AmericanAir FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up.",,2015-02-22 18:02:21-08:00,"San Antonio, TX",,NEGATIVE,18,Evening,0,26
569884462051418112,negative,1.0,Can't Tell,0.6887,American,,61jr,,0,"@AmericanAir - So does that mean your other flights going into Buffalo from other locations, you don't care about their safety?",,2015-02-23 07:40:18-08:00,St. Catharines,,NEGATIVE,7,Morning,0,21
569471541554978817,negative,1.0,Cancelled Flight,0.6665,United,,SagiRoi,,0,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",,2015-02-22 04:19:30-08:00,,,NEGATIVE,4,Night,4,14
569609590171676675,negative,1.0,Lost Luggage,1.0,American,,TheLoveBite,,0,@AmericanAir an hour at baggage carousel and still no luggage?? Nail in the coffin.,,2015-02-22 13:28:03-08:00,"Los Angeles, CA",Pacific Time (US & Canada),NEGATIVE,13,Afternoon,0,14
570279653337927680,positive,1.0,,,American,,sundialtours,,0,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",,2015-02-24 09:50:39-08:00,"Astoria, OR",Tijuana,POSITIVE,9,Morning,1,19
569667324879511552,positive,0.6596,,,Southwest,,CommDocPA,,0,@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!,,2015-02-22 17:17:28-08:00,,Eastern Time (US & Canada),POSITIVE,17,Evening,0,15
568472185993629696,negative,1.0,Customer Service Issue,0.6186,US Airways,,eromolizzy,,0,@USAirways I've called to resolve my dividend miles issue for a week to no avail.  Please advise ASAP.,"[40.74609464, -74.00636235]",2015-02-19 10:08:25-08:00,"County of Kings, NYC",Eastern Time (US & Canada),NEGATIVE,10,Morning,0,18
569233554242080768,negative,1.0,Customer Service Issue,0.6664,Delta,,beachluvr104,,0,@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy,,2015-02-21 12:33:49-08:00,,Atlantic Time (Canada),NEGATIVE,12,Afternoon,1,12
569815061440679937,negative,1.0,Customer Service Issue,0.6322,US Airways,,patrickcota5,,0,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise",,2015-02-23 03:04:31-08:00,,,NEGATIVE,3,Night,0,22
568273310347165696,positive,0.6802,,,US Airways,,CaraModisett,,0,@USAirways Will do :),,2015-02-18 20:58:09-08:00,"Memphis, Tennessee",Central Time (US & Canada),POSITIVE,20,Evening,0,4
569682062787149824,neutral,0.6274,,0.0,American,,jameswester,,0,@AmericanAir And gold status too.,,2015-02-22 18:16:02-08:00,DFW,Central Time (US & Canada),POSITIVE,18,Evening,0,5
569670147893383168,negative,1.0,Customer Service Issue,1.0,American,,BobTheBruin,,0,"@AmericanAir Been trying to call all day, get hung up on every time. Your guys are horrible!",,2015-02-22 17:28:41-08:00,,,NEGATIVE,17,Evening,0,17
568923827788505088,negative,1.0,Late Flight,1.0,Southwest,,bodoughty,,0,@SouthwestAir here we go again. Delayed in Chicago why offer the 630 flight if you never intend to fly it,,2015-02-20 16:03:05-08:00,,,NEGATIVE,16,Afternoon,0,20
568495601471647745,neutral,1.0,,,Southwest,,ravulapati,,0,@SouthwestAir 4467 and 152 on 2/25 and 503 and 25 on 2/26th.,,2015-02-19 11:41:28-08:00,"Round Rock, TX",Hawaii,NEGATIVE,11,Morning,0,12
568800389903962112,negative,1.0,Cancelled Flight,0.3467,United,,Azraellius,,0,@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,,2015-02-20 07:52:35-08:00,"Orlando, FL",Eastern Time (US & Canada),POSITIVE,7,Morning,0,26
569602278988120064,negative,1.0,Customer Service Issue,0.6701,Southwest,,mrpearson3rd,,0,@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney,,2015-02-22 12:59:00-08:00,,,NEGATIVE,12,Afternoon,1,20
569799053690556418,neutral,0.6564,,0.0,American,,flemmingerin,,0,@AmericanAir if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the,,2015-02-23 02:00:55-08:00,San Diego,,NEGATIVE,2,Night,0,26
569672448716742656,neutral,0.6713,,0.0,Delta,,Tee_peterson,,0,"@JetBlue @shannonwoodward I'll be checking often. Most probably when they hand the oscars out to the nerds, geeks and badly dressed.",,2015-02-22 17:37:50-08:00,Canadian planted in USA,,POSITIVE,17,Evening,0,21
568261172610220033,negative,1.0,Customer Service Issue,0.6526,United,,Atrain_8,,2,"@united what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback""",,2015-02-18 20:09:55-08:00,,,NEGATIVE,20,Evening,0,22
569336402401472512,negative,0.6988,Cancelled Flight,0.3695,United,,Colettod,,0,@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,,2015-02-21 19:22:30-08:00,"Ottawa, ON",Eastern Time (US & Canada),NEGATIVE,19,Evening,0,18
569528105557053442,negative,1.0,Customer Service Issue,0.7013,US Airways,,smw04,,0,"@USAirways @msscottwg  ""That's unusual"" means we screwed up but will never admit to it!  #GoingForGreatnessFAIL",,2015-02-22 08:04:16-08:00,,Atlantic Time (Canada),NEGATIVE,8,Morning,1,15
